,Name,Address,Upřesnění polohy,Telefon,Příjem,Cena za samoodběr,Způsob rezervace,Odkaz na rezervační systém,DRIVE-IN,Calendar
229,Charita Zábřeh - odběrové místo Katolický dům,"Sušilova 1285/38, 789 01 Zábřeh","Katolický dům Zábřeh, vstup bočním vchodem z parkoviště: rezervovaní klienti počkají u dveří až na vyzvání ke vstupu, následně projdou vymezeným koridorem a ihned po provedení odběru odcházejí domů",736509430,Osoby se žádankou i samoplátce,,online rezervační systém,zabreh.charita.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
230,Jesenická nemocnice a.s.,"Lipovská 103/39, 790 01 Jeseník",infekční odběrová místnost - vedle vrátnice,584458411,Osoby se žádankou i samoplátce,,dle objednávky odběrové místnosti- na základě vystavené E-ŽÁDANKY,,Ne,Út 31.8.   Volná kapacita11 z 60     St 1.9.   Volná kapacita 51 z 60     Čt 2.9.   Volná kapacita 46 z 60     Pá 3.9.   Volná kapacita 41 z 60     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 54 z 60
231,KAHO dent s.r.o. - Odběrové místo Globus Olomouc,Pražská 248/39,Parkoviště Globus naproti čerpací stanici Globus,,Osoby se žádankou i samoplátce,,Rezervační systém RESERVATIC,reservatic.com,Ne,Út 31.8.   Volná kapacita 150 z 225     St 1.9.   Volná kapacita 264 z 285     Čt 2.9.   Volná kapacita 270 z 285     Pá 3.9.   Volná kapacita 261 z 285     So 4.9.   Volná kapacita 75 z 90     Ne 5.9.   Volná kapacita 84 z 90     Po 6.9.   Volná kapacita 282 z 285
232,Laboratoře Mikrochem a.s. - odběrové místo Olomouc,Nezvalova 984/2,,+420585206233,Osoby se žádankou i samoplátce,,"On-line, telefonicky",www.michem.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
233,Nemocnice Hranice a.s.,"Zborovská 1245, 753 01 Hranice","Odběrová místnost je umístěna v zadní části areálu, vjezd horní branou od Hypermarketu Albert, navedou Vás směrové ukazatele, plánek na www.nemocnice-hranice.cz",581679385,Osoby se žádankou i samoplátce,,,,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
234,Nemocnice Šumperk a.s. - Odběrové místo,"Nerudova 640/41, 787 01 Šumperk","Parkoviště u nemocnice v blízkosti heliportu, vjezd z ulice Zábřežské",583331111,Osoby se žádankou i samoplátce,,Online rezervační systém.,www.nemocnicesumperk.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
235,Odběrové centrum Rapid Samotišky,"Toveřská 5, Olomouc, 779 00",200 m od zastávky Samotišky směrem na Toveř,585385287,Osoby se žádánkou (od lékaře/KHS),,On-line. telefonicky,,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Zavřeno     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Zavřeno
236,"PREVEDIG medical, s.r.o. - odběrové místo OC Haná Olomouc","Kafkova 1223/8, 779 00 Olomouc",Obchodní centrum Haná,,Osoby se žádankou i samoplátce,,online,anygence.com,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Maximální kapacita     Ne 5.9.   Maximální kapacita     Po 6.9.   Maximální kapacita
237,"PREVEDIG medical, s.r.o. - odběrové místo OC Olympia Velký Týnec","Olomoucká 1715/90, 783 82 Velký Týnec",Obchodní centrum Olympia,,Osoby se žádankou i samoplátce,,online,anygence.com,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Zavřeno     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
238,Vojenská nemocnice Olomouc,"Sušilovo náměstí 5, Olomouc",,973407150,Osoby se žádankou i samoplátce,,on-line objednávky,www.reservio.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
239,AG centrum Multiscan s.r.o. - odběrové místo Pardubická nemocnice,"Kyjevská 44, 53203 Pardubice","Budova 24, areál Pardubické nemocnice",+420466019535,Osoby se žádankou i samoplátce,,Online rezervace nebo telefonicky na čísle +420466019535,www.antigenni-testy-covid.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
240,EUC Laboratoře - odběrové místo Sportcentrum Vysoké Mýto,"Jiráskova 111, 566 01 Vysoké Mýto",Sportcentrum Vysoké Mýto,725572830,Osoby se žádankou i samoplátce,,Přes webové stránky,rezervace.euclaboratore.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita2 z 48     Čt 2.9.   Zavřeno     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 24 z 48
241,Chrudimská nemocnice,"Václavská 570, 537 27 Chrudim",Samostatná budova s odděleným vstupem Připojen plánek umístění.,607090808,Osoby se žádankou i samoplátce,,"rezervační systém NPK, .a.s. - na stránkách nemocnice",www.nempk.cz,Ne,Út 31.8.   Volná kapacita 117 z 160     St 1.9.   Volná kapacita 130 z 160     Čt 2.9.   Volná kapacita 130 z 160     Pá 3.9.   Volná kapacita 125 z 160     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
242,Laboratoře lékařské genetiky,"Masarykovo náměstí 2667, Pardubice",odběrové okno nacházející se na boční straně polikliniky Kolf,607400401,Osoby se žádankou i samoplátce,,jen online,llg.reservio.com,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Maximální kapacita     Ne 5.9.   Maximální kapacita     Po 6.9.   Maximální kapacita
243,Litomyšlská nemocnice - Odběrové místo,"J. E. Purkyně 652, 570 14 Litomyšl","budova C,",607090808,Osoby se žádankou i samoplátce,,Přes webové stránky,www.nempk.cz,Ne,Út 31.8.   Volná kapacita 120 z 160     St 1.9.   Volná kapacita 117 z 160     Čt 2.9.   Volná kapacita 124 z 160     Pá 3.9.   Volná kapacita 122 z 160     So 4.9.   Volná kapacita 74 z 120     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
244,MeDiLa spol. s r.o.,"Štrossova 1931, 530 03 Pardubice",areál bývalé „veteriny“,+420800737304,Osoby se žádankou i samoplátce,,Objednávky on-line,reservatic.com,Ano,Út 31.8.   Volná kapacita14 z 600     St 1.9.   Volná kapacita 306 z 480     Čt 2.9.   Volná kapacita 296 z 480     Pá 3.9.   Volná kapacita172 z 390     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 414 z 480
245,ORL ambulance TINITUS s.r.o. - odběrové místo Chrudim,"Palackého třída 165, 537 01 Chrudim","bariérový přístup, 1.patro",,Osoby se žádankou i samoplátce,,"telefonicky, osobně",,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
246,Pardubická nemocnice - Odběrové místo,"Kyjevská 44, 532 03 Pardubice",budova č.8,607090808,Osoby se žádankou i samoplátce,,Přes webové stránky,www.nempk.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 210 z 243     Čt 2.9.   Volná kapacita 213 z 243     Pá 3.9.   Volná kapacita 233 z 243     So 4.9.   Volná kapacita 229 z 243     Ne 5.9.   Volná kapacita 221 z 243     Po 6.9.   Maximální kapacita
247,AKESO holding - odběrové místo Plzeň Stavební,"Univerzitní 65, 301 00 Plzeň 3",Pozemek Sconto nábytek,+420725101101,Osoby se žádankou i samoplátce,,Online rezervační portál nebo telefonní linka,www.antigenni-testy-covid.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
248,"Bioptická laboratoř, s.r.o., Plzeň","Rejskova 10, 326 00 Plzeň",bývalé kino Eden,+420373035500,Osoby se žádankou i samoplátce,,on-line,koronavirus.biopticka.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
249,"Domažlická nemocnice, a.s.","Kozinova 292, 344 01 Domažlice",Odběrové místo je v parkové části areálu nemocnice. Z Kozinovy ulice je příjezd k místu viditelně označen.,,Osoby se žádánkou (od lékaře/KHS),,web. objednávání PCR test indikovaný KHS + AG test,domazlice.nemocnicepk.cz,Ano,Út 31.8.   Zavřeno     St 1.9.   Zavřeno     Čt 2.9.   Zavřeno     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Maximální kapacita
250,"Dopravní zdravotnictví a.s., Poliklinika AGEL Plzeň","Švihovská 14, Plzeň","Poliklinika AGEL Plzeň , Švihovská 14",+420720035231,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky,reservatic.com,Ne,Út 31.8.   Volná kapacita 159 z 234     St 1.9.   Volná kapacita 198 z 234     Čt 2.9.   Volná kapacita 222 z 234     Pá 3.9.   Volná kapacita 207 z 234     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 222 z 234
251,DZS Přeštice s.r.o. - odběrové místo,"Sedláčkova 553, 334 01 Přeštice","Přeštice 33401, Sedláčkova 553, sanitní vůz",377982222,Osoby se žádankou i samoplátce,,"telefonicky, internet rezervační systém",reservatic.com,Ne,Út 31.8.   Zavřeno     St 1.9.   Žádná data     Čt 2.9.   Zavřeno     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
252,Elphogene s.r.o. - odběrové místo Stříbro,"Revoluční 712, 349 01 Stříbro",Areál bývalých elektráren,226203570,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covidstribro.cz,Ano,Út 31.8.   Zavřeno     St 1.9.   Zavřeno     Čt 2.9.   Žádná data     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
253,Fakultní nemocnice Plzeň,"Edvarda Beneše 1128/13, 305 99 Plzeň-Bory",za vjezdem do FN Plzeň vrátnicí Sever (bývalá vojenská nemocnice),377402179,Osoby se žádankou i samoplátce,,rezervační systém,www.fnplzen.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 57 z 60     Čt 2.9.   Volná kapacita 60 z 60     Pá 3.9.   Volná kapacita 59 z 60     So 4.9.   Volná kapacita 47 z 48     Ne 5.9.   Volná kapacita 48 z 48     Po 6.9.   Volná kapacita 59 z 60
254,GenDetective s.r.o. - odběrové místo Plzeň,"U Prazdroje 2750/24, 301 00 Plzeň","49°44'50.9""N 13°23'44.8""E",731099730,Osoby se žádankou i samoplátce,,Web,skoly.labservice.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
255,HP Rozvadov - Scimed,"Svatá Kateřina 116, 34806 Rozvadov - Svatá Kateřina, Česko(D5) / Waidhaus",Za MOL TIR na parkovišti,737984790,Osoby se žádankou i samoplátce,,ON-LINE,reservatic.com,Ne,Út 31.8.   Volná kapacita 43 z 43     St 1.9.   Volná kapacita 121 z 121     Čt 2.9.   Volná kapacita 121 z 121     Pá 3.9.   Volná kapacita 120 z 120     So 4.9.   Volná kapacita 120 z 120     Ne 5.9.   Volná kapacita 121 z 121     Po 6.9.   Volná kapacita 121 z 121
256,HP Železná Ruda,"Alžbětín 7, 340 04 Železná Ruda",Před FreeShopem Alžbětín 7,737984711,Osoby se žádankou i samoplátce,,není,,Ne,Út 31.8.   Zavřeno     St 1.9.   Žádná data     Čt 2.9.   Zavřeno     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
257,"Klatovská nemocnice, a.s. - Odběrové místo","Plzeňská 929, Klatovy II,","vjezd „spodní“ branou do areálu nemocnice z ulice Pod Nemocnicí, Klatovy, par. č. 2067, 2062",777363014,Osoby se žádankou i samoplátce,,on-line,mexcov.medicalc.cz,Ano,Út 31.8.   Zavřeno     St 1.9.   Zavřeno     Čt 2.9.   Volná kapacita32 z 75     Pá 3.9.   Volná kapacita17 z 90     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita26 z 60
258,Lab In - Institut laboratorní medicíny - odběrové místo Dobřany,"Dragounů 1017, 334 41 Dobřany",Objekt bývalých kasáren,778726206,Osoby se žádankou i samoplátce,,www.labin.cz,www.labin.cz,Ano,Út 31.8.   Volná kapacita 79 z 115     St 1.9.   Volná kapacita 123 z 137     Čt 2.9.   Volná kapacita 133 z 146     Pá 3.9.   Volná kapacita 120 z 131     So 4.9.   Zavřeno     Ne 5.9.   Maximální kapacita     Po 6.9.   Maximální kapacita
259,Lab In - Institut laboratorní medicíny - odběrové místo Přeštice,"Veleslavínova 1318, Přeštice",Staré náměstí Přeštice,778726206,Osoby se žádankou i samoplátce,,www.labin.cz,www.labin.cz,Ano,Út 31.8.   Volná kapacita 78 z 120     St 1.9.   Volná kapacita 113 z 129     Čt 2.9.   Volná kapacita 121 z 131     Pá 3.9.   Volná kapacita 95 z 112     So 4.9.   Zavřeno     Ne 5.9.   Volná kapacita 102 z 114     Po 6.9.   Maximální kapacita
260,Lab In - Institut laboratorní medicíny - odběrové místo Tachov,"Pobřežní 1656, 347 01 Tachov",areál Sportoviště Tachov,778726206,Osoby se žádankou i samoplátce,,Přes webové stránky,www.labin.cz,Ano,Út 31.8.   Volná kapacita11 z 71     St 1.9.   Volná kapacita 52 z 78     Čt 2.9.   Volná kapacita 54 z 68     Pá 3.9.   Volná kapacita26 z 72     So 4.9.   Zavřeno     Ne 5.9.   Volná kapacita 107 z 120     Po 6.9.   Volná kapacita 78 z 80
261,Medica JM s.r.o. - odběrové místo Stříbro,"Mánesova 16, 349 01 Stříbro",Vnitřní prostory bývalého Úřadu práce,736618360,Osoby se žádankou i samoplátce,,,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
262,Nemocnice Privamed - odběrové místo,"Kotíkovská 19, Plzeň",Areál nemocnice,,Osoby se žádankou i samoplátce,,Přes webové stránky,mexcov.medicalc.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Volná kapacita 142 z 198     Pá 3.9.   Volná kapacita 154 z 198     So 4.9.   Volná kapacita 82 z 126     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 99 z 108
263,Nemocnice Sušice,"Chmelenská 117, 342 01 Sušice III","Chmelenská 117, 34201 Sušice",376530110,Osoby se žádankou i samoplátce,,on-line i telefonicky,mexcov.medicalc.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita15 z 38     Čt 2.9.   Volná kapacita 51 z 72     Pá 3.9.   Volná kapacita 30 z 58     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 19 z 24
264,Nextclinics Plzeň,"Nepomucká 96/202, Plzeň Černice",Parkoviště před Genetikou Plzeň,+420800602030,Osoby se žádankou i samoplátce,,Rezervační webový systém,reservatic.com,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
265,"Rokycanská nemocnice, a.s.","Voldušská 750/II, 337 01 Rokycany","Odběrové místo RN je ve východní části areálu nemocnice. K vyšetření je nutné přijet hlavní bránou z Voldušské ulice vlevo kolem hlavní budovy, kde je již  příjezd značen.",371762345,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky,mexcov.medicalc.cz,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 47 z 75     Čt 2.9.   Volná kapacita 67 z 75     Pá 3.9.   Volná kapacita 52 z 75     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 62 z 75
266,"Stodská nemocnice, a.s., odběrové místo","Hradecká 600, Stod",prostor u gynekologické ambulance,,,,Přes webové stránky,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
267,SYNLAB Plzeň - odběrové místo Majerova,"Majerova 2525/7, 301 00 Plzeň","plocha za budovou, vchod z Baarovy ulice",,Osoby se žádankou i samoplátce,,Přes webové stránky,rezervace-synlab.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
268,"VIDIA-DIAGNOSTIKA, spol. s r.o - odběrové místo Plzeň","Štruncovy sady 2741/3, 301 00, Plzeň",parkoviště u fotbalového stadionu,,Osoby se žádankou i samoplátce,,On-line,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
269,Zubní centrum Nerudovka s.r.o. - odběrové místo Plzeň Palackého náměstí,Palackého náměstí / Sady Pětatřicátníků 21,Vpravo vedle Nového divadla,774033700,Osoby se žádankou i samoplátce,,online,www.odberovecentrum.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
270,"Zubní s.r.o., Odběrové místo Plzeň NC Borská Pole - odběrové místo","U Letiště 1074/2, 301 00 Plzeň 3 - Skvrňany",Parkoviště NC Borská Pole u McDonaldu,739543155,Osoby se žádankou i samoplátce,,Přes webové stránky,www.jdrtesting.cz,Ne,Út 31.8.   Volná kapacita 114 z 216     St 1.9.   Volná kapacita 179 z 216     Čt 2.9.   Volná kapacita 196 z 216     Pá 3.9.   Volná kapacita 190 z 216     So 4.9.   Volná kapacita 204 z 216     Ne 5.9.   Volná kapacita 210 z 216     Po 6.9.   Volná kapacita 203 z 216
271,B-smiledent s.r.o. - odběrové místo Dobřichovice,"Tyršova 112/112, 252 29 Dobřichovice",Tyršova ulice naproti nádraží ČD,+420602200202,Osoby se žádankou i samoplátce,,www.dobrichovicetestovani.cz,www.dobrichovicetestovani.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
272,B-smiledent s.r.o. - odběrové místo Mladá Boleslav,"Husova 192/13, 293 01 Mladá Boleslav II",Husova 192/13 Mladá Boleslav,+420601195403,,,www.covidove-testovani.cz,www.covidove-testovani.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
273,CITYLAB spol. s r.o. - odběrové místo Benátky nad Jizerou,"Náměstí 17. listopadu 703, Benátky nad Jizerou",Domov U Anežky,,Osoby se žádankou i samoplátce,,Přes webové stránky,www.citylab.cz,Ne,Út 31.8.   Volná kapacita 49 z 85     St 1.9.   Volná kapacita 66 z 80     Čt 2.9.   Volná kapacita 70 z 81     Pá 3.9.   Volná kapacita 73 z 80     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 78 z 81
274,CITYLAB spol. s r.o. - odběrové místo Kutná Hora Čáslavská,"Pobřežní 194, 28401 Kutná Hora - Karlov",parkoviště v ul. Čáslavská,,Osoby se žádankou i samoplátce,,Přes webové stránky,,Ne,Út 31.8.   Volná kapacita21 z 76     St 1.9.   Volná kapacita 47 z 61     Čt 2.9.   Volná kapacita 56 z 60     Pá 3.9.   Volná kapacita 56 z 60     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 52 z 60
275,CITYLAB spol. s r.o. - odběrové místo Mnichovo Hradiště,"Sokolovská 322, Mnichovo Hradiště",U sportovní haly BIOS,,Osoby se žádankou i samoplátce,,Přes webové stránky,www.citylab.cz,Ne,Út 31.8.   Volná kapacita30 z 86     St 1.9.   Volná kapacita 67 z 81     Čt 2.9.   Volná kapacita 67 z 81     Pá 3.9.   Volná kapacita 64 z 84     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 80 z 80
276,CITYLAB spol. s r.o. - odběrové místo Říčany,"Masarykovo nám. 83/1, 251 01 Říčany",,,Osoby se žádankou i samoplátce,,Přes webové stránky,,Ne,Út 31.8.   Volná kapacita20 z 75     St 1.9.   Volná kapacita 58 z 70     Čt 2.9.   Volná kapacita 60 z 70     Pá 3.9.   Volná kapacita 68 z 70     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 68 z 70
277,COP Plus s.r.o. - odběrové místo Tuchoměřice,"Ke Kopanině 421, 252 67 Tuchoměřice",,+420704979699,Osoby se žádankou i samoplátce,,https://www.travellab.cz/,www.travellab.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
278,Česká Laboratorní s.r.o. - OM Český Brod,"Žižkova 282, 282 01 Český Brod",Areál Nemocnice Český Brod,775863122,Osoby se žádankou i samoplátce,,Bez rezervace,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
279,GenDetective - Mladá Boleslav,"OC Olympia, Jičínská 1350/III, 293 01 Mladá Boleslav",Přímo na parkovišti OC Olympia,731099730,Osoby se žádankou i samoplátce,,www.testyboleslav.cz,skoly.labservice.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
280,GenDetective s.r.o. - odběrové místo Benešov,"Ke Stadionu 2045, 256 01 Benešov","49°46'34.5""N 14°40'32.5""E",731099730,Osoby se žádankou i samoplátce,,www.testybenesov.cz,skoly.labservice.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
281,GenDetective s.r.o. - odběrové místo Brandýs nad Labem,"Zápy 301, 250 01 Brandýs nad Labem","50°10'30.1""N 14°40'20.0""E",731099730,Osoby se žádankou i samoplátce,,Web,skoly.labservice.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
282,GenDetective s.r.o. - odběrové místo Příbram,"Politických vězňů 88, 261 01 Příbram VII",,731099730,Osoby se žádankou i samoplátce,,,app.gendet.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
283,GenDetective s.r.o. - odběrové místo Vlašim,"Zimní stadion Vlašim, Na lukách 1921, 258 01","49.7109019N, 14.8978975E",731099730,Osoby se žádankou i samoplátce,,Přes webové stránky,skoly.labservice.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
284,Charita Vlašim,"Nádražní 347,Vlašim",Vlakové nádraží,,Samoplátce,,,,Ne,Út 31.8.   Žádná data     St 1.9.   Zavřeno     Čt 2.9.   Zavřeno     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Zavřeno
285,Lab In - Institut laboratorní medicíny - odběrové místo Kladno,"J. Palacha 1636, 272 01 Kladno",Nároží náměstí  Svobody,778726206,Osoby se žádankou i samoplátce,,www.labin.cz,www.labin.cz,Ne,Út 31.8.   Volná kapacita63 z 145     St 1.9.   Volná kapacita 143 z 166     Čt 2.9.   Volná kapacita 121 z 165     Pá 3.9.   Volná kapacita 116 z 150     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 179 z 179
286,Lázně FELICITAS s.r.o. - odběrové místo,"nám. T.G.Masaryka 1437, 290 01 Poděbrady III",Poděbrady,,,,Přes webové stránky,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
287,Lékárna ve Voticích s.r.o. - odběrové místo Komenského nám.,"Komenského nám. 143, 259 01 Votice",Budova bývalé KB,,Osoby se žádankou i samoplátce,,online a telefonicky,www.testyvotice.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
288,Masarykova nemocnice Rakovník,Dukelských hrdinů 200,"mimo areál, vedle lékárny, ul. Dukelských hrdinů 200, naproti aut.zastávce",,Osoby se žádankou i samoplátce,,pouze přes webové stránky,mex.nemorako.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 46 z 80     Čt 2.9.   Volná kapacita 54 z 80     Pá 3.9.   Volná kapacita33 z 80     So 4.9.   Maximální kapacita     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 60 z 80
289,Medica JM s.r.o. - Odběrné místo Hostivice,"Husovo náměstí 59, Hostivice",před kostelem,722991848,Osoby se žádankou i samoplátce,,web,reservatic.com,Ano,Út 31.8.   Volná kapacita 96 z 160     St 1.9.   Volná kapacita 150 z 160     Čt 2.9.   Volná kapacita 154 z 160     Pá 3.9.   Volná kapacita 146 z 160     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 152 z 160
